e,r,r
70142,-19,-68
70143,30,22
70144,27,26
70145,-10,-59
70146,31,27
70147,-62,-13
70148,-6,-55
70149,31,28
70150,28,30
70151,-12,-61
70152,-62,-13
70153,28,26
70154,-73,-24
70155,-8,-57
70156,-4,-53
70157,25,27
70158,31,30
70159,-60,-11
70160,-6,-55
70161,22,26
70162,-12,-61
70163,27,26
70164,-8,-57
70165,-9,-58
70166,-63,-14
70167,22,25
70168,30,28
70169,31,30
70170,-6,-55
70171,27,22
70172,25,20
70173,-8,-57
70174,29,27
70175,21,31
70176,-8,-57
70177,26,32
70178,25,32
70179,17,25
70180,27,28
70181,32,24
70182,23,33
70183,23,20
70184,29,32
70185,31,30
70186,31,32
70187,26,30
70188,33,28
70189,31,33
70190,-64,-15
70191,33,-69
70192,-8,-57
70193,30,25
70194,27,25
70195,-12,-61
70196,31,29
70197,30,24
70198,-5,-54
70199,32,26
70200,24,23
70201,-69,-20
70202,-7,-56
70203,-10,-59
70204,29,22
70205,-11,-60
70206,-13,-62
70207,-58,-9
70208,-4,-53
70209,31,27
70210,23,27
70211,19,26
70212,-59,-10
70213,28,28
70214,-60,-11
70215,-68,-19
70216,-8,-57
70217,-6,-55
70218,-8,-57
70219,-22,-71
70220,33,28
70221,27,29
70222,16,26
70223,30,29
70224,-65,-16
70225,29,27
70226,27,24
70227,-4,-53
70228,31,30
70229,-11,-60
70230,31,31
70231,22,28
70232,-60,-11
70233,28,28
70234,-7,-56
70235,22,31
70236,-13,-62
70237,24,25
70238,31,31
70239,28,29
70240,27,33
70241,29,30
70242,29,33
70243,-63,-14
70244,24,25
70245,22,22
70246,30,22
70247,27,26
70248,25,20
70249,33,32
70250,-58,-9
70251,-11,-60
70252,-68,-19
70253,28,26
70254,-9,-58
70255,-60,-11
70256,-60,-11
70257,25,26
70258,-8,-57
70259,-6,-55
70260,-14,-63
70261,28,29
70262,-7,-56
70263,25,28
70264,29,28
70265,28,20
70266,-15,-64
70267,28,33
70268,-12,-61
70269,31,30
70270,30,21
70271,-62,-13
70272,28,30
70273,-58,-9
70274,28,26
70275,-68,-19
70276,-59,-10
70277,31,25
70278,-13,-62
70279,-8,-57
70280,-64,-15
70281,-7,-56
70282,25,33
70283,-8,-57
70284,29,27
70285,32,27
70286,-10,-59
70287,24,27
70288,-6,-55
70289,-7,-56
70290,-58,-9
70291,-8,-57
70292,28,33
70293,24,28
70294,-10,-59
70295,26,31
70296,26,33
70297,-6,-55
70298,-58,-9
70299,29,20
70300,-64,-15
70301,-7,-56
70302,-63,-14
70303,-21,-70
70304,-4,-53
70305,31,28
70306,-6,-55
70307,26,28
70308,24,31
70309,-6,-55
70310,-59,-10
70311,-58,-9
70312,27,24
70313,28,26
70314,30,32
70315,-61,-12
70316,-6,-55
70317,27,27
70318,-6,-55
70319,27,28
70320,29,26
70321,-5,-54
70322,32,23
70323,-5,-54
70324,21,11
70325,-19,-68
70326,-63,-14
70327,-66,-17
70328,-7,-56
70329,29,27
70330,26,31
70331,17,22
70332,28,32
70333,30,25
70334,-13,-62
70335,26,32
70336,-64,-15
70337,21,33
70338,30,24
70339,25,26
70340,29,28
70341,-58,-9
70342,33,30
70343,-9,-58
70344,27,25
70345,23,32
70346,26,29
70347,26,28
70348,16,23
70349,26,27
70350,28,33
70351,27,25
70352,-7,-56
70353,31,31
70354,-4,-53
70355,28,31
70356,-12,-61
70357,-8,-57
70358,-6,-55
70359,28,29
70360,32,27
70361,24,33
70362,33,30
70363,31,21
70364,29,21
70365,25,29
70366,-9,-58
70367,19,27
70368,-64,-15
70369,-4,-53
70370,16,20
70371,33,30
70372,24,22
70373,30,28
70374,-9,-58
70375,-15,-64
70376,28,25
70377,31,26
70378,32,26
70379,-12,-61
70380,30,29
70381,-72,28
70382,23,24
70383,28,30
70384,26,23
70385,-63,-14
70386,-69,-20
70387,-11,-60
70388,-14,-63
70389,27,29
70390,-62,-13
70391,-62,-13
70392,-63,-14
70393,25,33
70394,27,25
70395,33,28
70396,-61,-12
70397,27,28
70398,30,31
70399,28,24
70400,-7,-56
70401,27,27
70402,-6,-55
70403,-10,-59
70404,23,24
70405,-4,-53
70406,-11,-60
70407,-5,-54
70408,-4,-53
70409,-60,-11
70410,-8,-57
70411,-60,-11
70412,-59,-10
70413,33,29
70414,22,21
70415,-9,-58
70416,26,33
70417,-60,-11
70418,15,25
70419,26,32
70420,-73,31
70421,30,29
70422,30,30
70423,24,21
70424,-15,-64
70425,30,28
70426,17,27
70427,29,31
70428,27,29
70429,28,24
70430,33,30
70431,-6,-55
70432,29,33
70433,28,25
70434,30,29
70435,-9,-58
70436,25,17
70437,-6,-55
70438,-8,-57
70439,-11,-60
70440,29,28
70441,-9,-58
70442,-6,-55
70443,27,28
70444,-8,-57
70445,-5,-54
70446,-60,-11
70447,30,27
70448,21,31
70449,32,27
70450,-10,-59
70451,24,28
70452,-64,-15
70453,-8,-57
70454,25,24
70455,-11,-60
70456,-7,-56
70457,26,31
70458,32,16
70459,25,29
70460,-10,-59
70461,26,19
70462,21,26
70463,-8,-57
70464,-60,-11
70465,27,31
70466,27,32
70467,26,25
70468,-62,-13
70469,26,16
70470,-10,-59
70471,29,25
70472,32,30
70473,-4,-53
70474,-5,-54
70475,-10,-59
70476,27,26
70477,28,25
70478,-6,-55
70479,-5,-54
70480,-9,-58
70481,-67,-18
70482,-64,-15
70483,-67,-18
70484,29,14
70485,-21,-70
70486,-15,-64
70487,-14,-63
70488,28,29
70489,30,23
70490,-8,-57
70491,-5,-54
70492,20,27
70493,28,26
70494,27,32
70495,32,32
70496,28,23
70497,-59,-10
70498,32,25
70499,24,29
70500,30,31
70501,-6,-55
70502,-70,-21
70503,24,29
70504,25,24
70505,19,21
70506,24,23
70507,-65,-16
70508,-65,-16
70509,-62,-13
70510,26,31
70511,24,32
70512,-68,-19
70513,27,30
70514,-60,-11
70515,-6,-55
70516,-8,-57
70517,29,28
70518,-4,-53
70519,-6,-55
70520,30,22
70521,-7,-56
70522,24,27
70523,30,25
70524,-9,-58
70525,19,29
70526,-75,33
70527,28,28
70528,-5,-54
70529,26,31
70530,24,26
70531,-6,-55
70532,-4,-53
70533,-60,-11
70534,32,30
70535,-73,-24
70536,25,24
70537,-6,-55
70538,30,30
70539,-7,-56
70540,30,31
70541,-7,-56
70542,29,23
70543,-4,-53
70544,25,29
70545,-7,-56
70546,18,28
70547,26,20
70548,-64,-15
70549,-59,-10
70550,29,32
70551,33,-70
70552,-16,-65
70553,-5,-54
70554,-6,-55
70555,-60,-11
70556,-4,-53
70557,24,30
70558,22,22
70559,33,24
70560,29,24
70561,25,28
70562,23,16
70563,-6,-55
70564,-7,-56
70565,-7,-56
70566,27,30
70567,-7,-56
70568,-5,-54
70569,30,28
70570,15,33
70571,-5,-54
70572,28,28
70573,-10,-59
70574,-64,-15
70575,31,31
70576,30,30
70577,-61,-12
70578,26,27
70579,26,22
70580,-12,-61
70581,12,19
70582,-7,-56
70583,31,24
70584,-60,-11
70585,26,31
70586,-10,-59
70587,24,22
70588,-8,-57
70589,25,27
70590,-58,-9
70591,31,23
70592,-5,-54
70593,28,30
70594,-62,-62
70595,-5,-54
70596,-6,-55
70597,-6,-55
70598,-5,-54
70599,30,29
70600,-62,-13
70601,28,28
70602,20,26
70603,25,27
70604,27,30
70605,28,27
70606,32,28
70607,27,31
70608,-58,-9
70609,25,25
70610,18,33
70611,31,28
70612,27,28
70613,25,24
70614,29,29
70615,30,32
70616,16,26
70617,31,26
70618,28,28
70619,-9,-58
70620,29,26
70621,-64,-15
70622,25,28
70623,16,30
70624,30,29
70625,-64,-15
70626,30,32
70627,-60,-11
70628,-7,-56
70629,-15,-64
70630,-19,-68
70631,30,26
70632,-11,-60
70633,30,26
70634,29,31
70635,25,31
70636,28,32
70637,-9,-58
70638,27,19
70639,29,-74
70640,-5,-54
70641,25,21
70642,23,29
70643,28,25
70644,-6,-55
70645,20,28
70646,-9,-58
70647,29,28
70648,-4,-53
70649,-7,-56
70650,-7,-56
70651,28,33
70652,-61,-12
70653,25,25
70654,28,15
70655,-14,-63
70656,-61,-12
70657,21,30
70658,-76,-27
70659,23,27
70660,24,33
70661,26,30
70662,31,32
70663,29,29
70664,33,33
70665,-61,-12
70666,-6,-55
70667,30,31
70668,-7,-56
70669,-58,-9
70670,-12,-61
70671,-66,-17
70672,-9,-58
70673,28,26
70674,22,20
70675,-6,-55
70676,25,27
70677,-9,-58
70678,28,27
70679,-4,-53
70680,-11,-60
70681,-11,-60
70682,-6,-55
70683,25,25
70684,31,31
70685,28,27
70686,21,24
70687,27,23
70688,29,31
70689,-7,-56
70690,-9,-58
70691,28,31
70692,-68,-19
70693,24,21
70694,-11,-60
70695,-6,-55
70696,33,27
70697,21,29
70698,32,31
70699,32,26
70700,29,31
70701,-7,-56
70702,28,30
70703,27,25
70704,-65,-16
70705,28,26
70706,-5,-54
70707,28,24
70708,29,23
70709,-11,-60
70710,25,22
70711,29,23
70712,19,29
70713,21,27
70714,23,28
70715,25,27
70716,30,31
70717,29,29
70718,25,27
70719,26,20
70720,23,30
70721,26,29
70722,29,28
70723,-5,-54
70724,26,32
70725,25,32
70726,-6,-55
70727,-65,-16
70728,-63,-14
70729,30,33
70730,28,29
70731,29,23
70732,-6,-55
70733,-6,-55
70734,-8,-57
70735,-9,-58
70736,-64,-15
70737,19,30
70738,-6,-55
70739,-6,-55
70740,31,26
70741,30,32
70742,27,26
70743,21,25
70744,23,30
70745,-8,-57
70746,31,30
70747,-11,-60
70748,23,27
70749,24,32
70750,-14,-63
70751,27,29
70752,29,24
70753,27,28
70754,24,31
70755,25,25
70756,29,30
70757,-7,-56
70758,25,27
70759,29,29
70760,27,27
70761,-22,-71
70762,21,30
70763,23,21
70764,-63,-14
70765,25,30
70766,-65,-16
70767,-7,-56
70768,25,29
70769,25,19
70770,30,13
70771,-7,-56
70772,-72,-23
70773,25,24
70774,-63,-14
70775,-13,-62
70776,-12,-61
70777,31,24
70778,-5,-54
70779,-5,-54
70780,27,30
70781,30,31
70782,29,32
70783,-59,-10
70784,-9,-58
70785,-6,-55
70786,-7,-56
70787,29,32
70788,32,25
70789,-5,-54
70790,-58,-9
70791,-59,-10
70792,-8,-57
70793,29,33
70794,27,-88
70795,29,-71
70796,-58,-9
70797,-14,-63
70798,29,33
70799,32,21
70800,29,30
70801,31,31
70802,-9,-58
70803,33,21
70804,30,22
70805,-8,-57
70806,29,33
70807,-68,-19
70808,-7,-56
70809,-6,-55
70810,-10,-59
70811,22,29
70812,26,31
70813,-70,30
70814,-71,31
70815,-11,-60
70816,25,27
70817,-64,-15
70818,28,27
70819,21,29
70820,26,25
70821,-9,-58
70822,28,22
70823,26,30
70824,-68,-19
70825,-12,-61
70826,28,31
70827,-14,-63
70828,24,28
70829,25,27
70830,15,27
70831,-6,-55
70832,22,29
70833,-64,-15
70834,28,28
70835,22,30
70836,-15,-64
70837,-58,-58
70838,29,27
70839,27,26
70840,-8,-57
70841,-62,-13
70842,-67,-18
70843,30,28
70844,32,28
70845,-59,-10
70846,-12,-61
70847,27,26
70848,25,24
70849,-12,-61
70850,28,23
70851,-5,-54
70852,29,25
70853,-61,-12
70854,-22,-71
70855,-9,-58
70856,29,22
70857,25,27
70858,-6,-55
70859,-6,-55
70860,30,19
70861,29,25
70862,-19,-68
70863,-12,-61
70864,20,33
70865,-5,-54
70866,-20,-69
70867,-13,-62
70868,-67,-18
70869,-65,-16
70870,19,26
70871,33,28
70872,-61,-61
70873,-6,-55
70874,-64,-15
70875,30,33
70876,-60,-11
70877,23,26
70878,24,33
70879,-12,-61
70880,26,31
70881,-14,-63
70882,-9,-58
70883,-6,-55
70884,-9,-58
70885,-63,-14
70886,27,29
70887,-62,-13
70888,24,27
70889,31,29
70890,30,27
70891,-62,-13
70892,-60,-11
70893,-7,-56
70894,31,33
70895,-13,-62
70896,31,29
70897,-62,-13
70898,30,18
70899,25,23
70900,28,27
70901,29,28
70902,29,26
70903,33,28
70904,21,26
70905,8,27
70906,28,26
70907,-65,-16
70908,-5,-54
70909,-62,-13
70910,-13,-62
70911,-64,-15
70912,33,23
70913,-6,-55
70914,-15,-64
70915,-71,-22
70916,-62,-13
70917,-66,-17
70918,26,29
70919,21,30
70920,32,32
70921,-63,-14
70922,-62,-13
70923,-9,-58
70924,29,30
70925,27,28
70926,-11,-60
70927,-70,33
70928,-63,-14
70929,30,27
70930,29,25
70931,27,25
70932,-5,-54
70933,-12,-61
70934,24,31
70935,33,-71
70936,-61,-12
70937,-65,-16
70938,-9,-58
70939,-5,-54
70940,-6,-55
70941,26,32
70942,-67,-18
70943,-67,-18
70944,25,21
70945,-9,-58
70946,-9,-58
70947,23,27
70948,-62,-13
70949,-62,-13
70950,-14,-63
70951,24,20
70952,-13,-62
70953,25,27
70954,24,28
70955,27,28
70956,24,21
70957,-7,-56
70958,-63,-14
70959,-5,-54
70960,-4,-53
70961,28,33
70962,33,32
70963,31,30
70964,-65,-16
70965,22,25
70966,27,28
70967,-5,-54
70968,-63,-14
70969,-63,-14
70970,-67,-18
70971,-60,-11
70972,-59,-10
70973,-12,-61
70974,-58,-9
70975,-9,-58
70976,29,32
70977,26,33
70978,-62,-13
70979,-13,-62
70980,-13,-62
70981,-58,-9
70982,16,29
70983,29,30
70984,-15,-64
70985,-64,-15
70986,28,25
70987,25,31
70988,29,27
70989,-65,-16
70990,20,30
70991,-5,-54
70992,-65,-16
70993,-6,-55
70994,29,23
70995,32,32
70996,30,29
70997,-66,-17
70998,-5,-54
70999,-66,-17
71000,-13,-62
71001,-62,-13
71002,-71,33
71003,25,23
71004,-6,-55
71005,-65,-16
71006,-60,-11
71007,30,31
71008,-67,-18
71009,31,26
71010,-4,-53
71011,26,25
71012,30,32
71013,-75,25
71014,29,29
71015,-8,-57
71016,-7,-56
71017,24,21
71018,-17,-66
71019,-8,-57
71020,-62,-13
71021,25,18
71022,-5,-54
71023,-8,-57
71024,-62,-62
71025,-67,-18
71026,-8,-57
71027,-60,-11
71028,33,26
71029,27,24
71030,-17,-66
71031,32,25
71032,-8,-57
71033,30,26
71034,-63,-14
71035,-66,-17
71036,-63,-14
71037,-69,31
71038,-7,-56
71039,27,29
71040,30,26
71041,28,32
71042,-9,-58
71043,-13,-62
71044,28,26
71045,29,27
71046,-70,-21
71047,28,24
71048,-64,-15
71049,29,33
71050,30,27
71051,29,32
71052,-5,-54
71053,25,30
71054,26,27
71055,24,24
71056,20,28
71057,25,33
71058,28,29
71059,30,23
71060,-8,-57
71061,-62,-13
71062,29,30
71063,-6,-55
71064,-64,-15
71065,25,30
71066,-7,-56
71067,-7,-56
71068,23,29
71069,-16,-65
71070,27,28
71071,-66,-17
71072,-60,-11
71073,29,26
71074,32,28
71075,-9,-58
71076,29,28
71077,-5,-54
71078,30,33
71079,-65,-16
71080,-58,-9
71081,-6,-55
71082,25,31
71083,-11,-60
71084,25,26
71085,-64,-15
71086,-6,-55
71087,-9,-58
71088,-4,-53
71089,-57,-8
71090,-5,-54
71091,-7,-56
71092,27,19
71093,-5,-54
71094,-17,-66
71095,30,27
71096,27,27
71097,32,31
71098,-9,-58
71099,-64,-15
71100,30,30
71101,25,27
71102,32,31
71103,-69,-20
71104,30,29
71105,-6,-55
71106,28,27
71107,24,26
71108,26,23
71109,26,30
71110,27,28
71111,23,29
71112,-8,-57
71113,-10,-59
71114,-63,-14
71115,28,28
71116,-9,-58
71117,-5,-54
71118,28,29
71119,33,32
71120,-63,-14
71121,-6,-55
71122,27,25
71123,28,24
71124,-13,-62
71125,29,27
71126,-7,-56
71127,-9,-58
71128,-15,-64
71129,-4,-53
71130,-6,-55
71131,31,28
71132,-60,-11
71133,-6,-55
71134,31,26
71135,-4,-53
71136,-8,-57
71137,-70,-21
71138,32,23
71139,-4,-53
71140,31,27
71141,30,28
71142,23,32
71143,32,31
71144,-63,-14
71145,-68,-19
71146,29,26
71147,-12,-61
71148,-65,-16
71149,-17,-66
71150,-61,-12
71151,33,28
71152,-4,-53
71153,28,29
71154,-5,-54
71155,25,32
71156,22,32
71157,-63,-14
71158,24,31
71159,-9,-58
71160,-4,-53
71161,25,28
71162,-13,-62
71163,30,28
71164,-16,-65
71165,-63,-14
71166,-13,-62
71167,-5,-54
71168,-72,-23
71169,32,-73
71170,32,31
71171,26,29
71172,-17,-66
71173,-54,-5
71174,28,31
71175,26,19
71176,29,32
71177,-63,-14
71178,25,29
71179,26,32
71180,-10,-59
71181,22,31
71182,-7,-56
71183,25,33
71184,-64,-15
71185,-60,-11
71186,25,29
71187,-14,-63
71188,-71,32
71189,-58,-9
71190,33,26
71191,29,27
71192,-59,-10
71193,32,27
71194,-65,-16
71195,31,28
71196,-5,-54
71197,-58,-9
71198,19,23
71199,-18,-67
71200,24,30
71201,31,23
71202,31,25
71203,30,27
71204,-9,-58
71205,-6,-55
71206,-61,-12
71207,30,29
71208,30,33
71209,-68,-19
71210,-65,-16
71211,24,29
71212,-62,-13
71213,-69,-20
71214,-60,-11
71215,24,30
71216,31,33
71217,-64,-15
71218,26,30
71219,24,29
71220,-9,-58
71221,22,28
71222,33,30
71223,23,27
71224,-67,-18
71225,20,23
71226,29,28
71227,-67,-18
71228,-6,-55
71229,31,33
71230,29,30
71231,33,28
71232,22,31
71233,30,25
71234,-64,-15
71235,-68,-19
71236,-62,-13
71237,26,24
71238,31,25
71239,29,25
71240,-63,-14
71241,-65,-16
71242,-67,-18
71243,-9,-58
71244,-13,-62
71245,-63,-14
71246,31,31
71247,-13,-62
71248,-6,-55
71249,31,33
71250,-62,-13
71251,-7,-56
71252,-8,-57
71253,-65,-16
71254,31,23
71255,-11,-60
71256,29,20
71257,-8,-57
71258,-7,-56
71259,29,25
71260,-11,-60
71261,-61,-12
71262,-10,-59
71263,-63,-14
71264,-64,-15
71265,31,24
71266,-10,-59
71267,27,20
71268,-13,-62
71269,31,28
71270,27,26
71271,32,31
71272,-60,-11
71273,28,30
71274,-64,-15
71275,-5,-54
71276,27,31
71277,-62,-13
71278,-14,-63
71279,-67,-18
71280,32,25
71281,19,25
71282,28,25
71283,-9,-58
71284,-5,-54
71285,-72,-23
71286,-12,-61
71287,-4,-53
71288,-16,-65
71289,-5,-54
71290,-64,-15
71291,26,30
71292,-7,-56
71293,32,31
71294,-63,-14
71295,-12,-61
71296,-7,-56
71297,-11,-60
71298,-13,-62
71299,-14,-63
71300,-67,-18
71301,-21,-70
71302,-7,-56
71303,-9,-58
71304,24,26
71305,-10,-59
71306,-11,-60
71307,24,29
71308,25,26
71309,32,28
71310,30,28
71311,-6,-55
71312,-9,-58
71313,24,26
71314,27,30
71315,-58,-9
71316,25,24
71317,28,29
71318,26,29
71319,-61,-12
71320,-11,-60
71321,28,28
71322,18,27
71323,-8,-57
71324,24,29
71325,-61,-12
71326,-11,-60
71327,27,24
71328,-15,-64
71329,31,32
71330,27,29
71331,-12,-61
71332,24,27
71333,31,17
71334,-67,-18
71335,-66,-17
71336,-9,-58
71337,31,31
71338,26,30
71339,29,27
71340,26,26
71341,21,27
71342,30,32
71343,26,24
71344,-66,-17
71345,-12,-61
71346,-7,-56
71347,-6,-55
71348,-67,-18
71349,-4,-53
71350,29,21
71351,-16,-65
71352,16,32
71353,25,30
71354,26,25
71355,28,29
71356,27,29
71357,27,27
71358,-15,-64
71359,30,23
71360,29,33
71361,-8,-57
71362,-9,-58
71363,30,27
71364,-5,-54
71365,-62,-13
71366,-6,-55
71367,-71,-22
71368,27,29
71369,25,24
71370,23,22
71371,27,28
71372,27,31
71373,-65,-16
71374,28,28
71375,-4,-53
71376,21,29
71377,26,28
71378,-7,-56
71379,-62,-13
71380,29,32
71381,29,28
71382,-4,-53
71383,26,-75
71384,-16,-65
71385,-9,-58
71386,24,31
71387,-58,-9
71388,23,29
71389,23,29
71390,-7,-56
71391,-63,-14
71392,30,29
71393,23,26
71394,31,33
71395,-6,-55
71396,29,27
71397,24,27
71398,29,29
71399,22,25
71400,25,27
71401,30,17
71402,26,25
71403,30,23
71404,-9,-58
71405,26,21
71406,-14,-63
71407,27,25
71408,-64,-15
71409,31,30
71410,29,28
71411,24,27
71412,-6,-55
71413,-66,-17
71414,-5,-54
71415,-12,-61
71416,24,25
71417,30,19
71418,-57,-8
71419,24,32
71420,-66,-17
71421,30,25
71422,29,25
71423,21,28
71424,-58,-9
71425,29,31
71426,23,30
71427,25,27
71428,32,19
71429,-11,-60
71430,28,23
71431,-60,-11
71432,31,16
71433,27,28
71434,32,25
71435,27,24
71436,30,23
71437,30,26
71438,-60,-11
71439,28,32
71440,-68,-19
71441,-6,-55
71442,21,31
71443,-60,-11
71444,-59,-10
71445,33,32
71446,23,31
71447,-16,-65
71448,26,26
71449,-59,-10
71450,23,26
71451,-60,-11
71452,29,32
71453,23,29
71454,-12,-61
71455,-63,-14
71456,20,26
71457,-4,-53
71458,25,23
71459,24,22
71460,-18,-67
71461,-64,-15
71462,-11,-60
71463,29,25
71464,-9,-58
71465,-10,-59
71466,21,24
71467,-7,-56
71468,-6,-55
71469,26,28
71470,-70,30
71471,-13,-62
71472,28,29
71473,-7,-56
71474,-61,-12
71475,23,21
71476,27,28
71477,24,27
71478,-8,-57
71479,-9,-58
71480,25,31
71481,-13,-62
71482,-73,31
71483,27,27
71484,-62,-13
71485,-67,-18
71486,32,25
71487,-13,-62
71488,25,22
71489,-67,-18
71490,32,30
71491,-68,32
71492,30,23
71493,-67,-18
71494,25,28
71495,24,29
71496,26,32
71497,-15,-64
71498,-12,-61
71499,29,18
71500,-4,-53
71501,28,30
71502,-9,-58
71503,23,28
71504,-7,-56
71505,30,25
71506,-13,-62
71507,-65,-16
71508,-20,-69
71509,-13,-62
71510,-6,-55
71511,22,28
71512,-81,31
71513,-10,-59
71514,32,28
71515,26,27
71516,-4,-53
71517,-4,-53
71518,-8,-57
71519,27,27
71520,-6,-55
71521,-58,-9
71522,-4,-53
71523,20,31
71524,-76,27
71525,-6,-55
71526,-8,-57
71527,-9,-58
71528,-65,-16
71529,31,30
71530,-6,-55
71531,31,33
71532,28,29
71533,18,25
71534,-68,-19
71535,28,25
71536,-62,-13
71537,-70,-21
71538,28,26
71539,25,24
71540,-13,-62
71541,31,27
71542,-14,-63
71543,29,29
71544,-69,-20
71545,-4,-53
71546,-61,-12
71547,-69,-20
71548,-62,-13
71549,-67,-18
71550,23,23
71551,-21,-70
71552,-7,-56
71553,-4,-53
71554,26,31
71555,-62,-13
71556,21,29
71557,25,30
71558,-10,-59
71559,-65,-16
71560,-63,-14
71561,-71,29
71562,-60,-11
71563,-63,-14
71564,29,29
71565,23,30
71566,-61,-12
71567,-61,-12
71568,-66,-17
71569,-63,-14
71570,29,28
71571,26,30
71572,-63,-14
71573,-10,-59
71574,30,23
71575,-67,-18
71576,-63,-14
71577,31,29
71578,-7,-56
71579,-11,-60
71580,27,27
71581,-14,-63
71582,-62,-13
71583,-60,-11
71584,-9,-58
71585,-68,-19
71586,-58,-9
71587,-63,-14
71588,-60,-11
71589,28,31
71590,-60,-11
71591,-7,-56
71592,-64,-64
71593,-64,-15
71594,14,28
71595,29,30
71596,25,30
71597,27,33
71598,-4,-53
71599,27,32
71600,-69,-20
71601,-12,-61
71602,27,26
71603,27,23
71604,24,28
71605,-65,-16
71606,-71,-22
71607,29,32
71608,27,25
71609,-13,-62
71610,-59,-10
71611,29,23
71612,24,27
71613,22,28
71614,27,31
71615,-7,-56
71616,27,33
71617,-64,-15
71618,-67,-18
71619,-68,-19
71620,-66,-17
71621,-10,-59
71622,-60,-11
71623,-61,-12
71624,-62,-13
71625,-5,-54
71626,-6,-55
71627,27,31
71628,28,28
71629,-63,-14
71630,-11,-60
71631,30,25
71632,-62,-13
71633,27,32
71634,-64,-15
71635,-9,-58
71636,-75,27
71637,-9,-58
71638,33,22
71639,-63,-14
71640,-16,-65
71641,-16,-65
71642,-65,-16
71643,17,15
71644,-69,-20
71645,-11,-60
71646,-8,-57
71647,-58,-9
71648,-60,-11
71649,25,29
71650,-62,-13
71651,-58,-9
71652,-65,-16
71653,-64,-15
71654,30,28
71655,-62,-13
71656,-4,-53
71657,29,30
71658,-72,-23
71659,29,28
71660,-11,-60
71661,-9,-58
71662,25,28
71663,24,30
71664,29,33
71665,22,29
71666,-59,-10
71667,-11,-60
71668,-12,-61
71669,-59,-10
71670,-18,-67
71671,30,25
71672,-9,-58
71673,-12,-61
71674,-59,-10
71675,24,25
71676,-61,-12
71677,-62,-13
71678,29,25
71679,-65,-16
71680,-66,-17
71681,-8,-57
71682,-7,-56
71683,-7,-56
71684,-8,-57
71685,31,28
71686,27,26
71687,-64,-15
71688,-68,-19
71689,-66,-17
71690,-59,-10
71691,-7,-56
71692,-9,-58
71693,-61,-12
71694,-18,-67
71695,-61,-12
71696,-64,-15
71697,-66,-17
71698,-9,-58
71699,20,19
71700,-9,-58
71701,-11,-60
71702,28,32
71703,-71,-22
71704,-63,-14
71705,31,27
71706,23,28
71707,-58,-9
71708,-9,-58
71709,28,17
71710,-64,-15
71711,20,29
71712,29,20
71713,19,25
71714,24,27
71715,31,28
71716,-6,-55
71717,-58,-9
71718,-63,-14
71719,-9,-58
71720,-62,-13
71721,-63,-14
71722,-63,-14
71723,22,28
71724,-5,-54
71725,-7,-56
71726,-7,-56
71727,-9,-58
71728,-63,-14
71729,20,28
71730,31,28
71731,-5,-54
71732,15,24
71733,26,33
71734,24,24
71735,-8,-57
71736,-9,-58
71737,-4,-53
71738,26,31
71739,33,27
71740,-9,-58
71741,-8,-57
71742,31,27
71743,33,-69
71744,-60,-11
71745,-73,27
71746,18,26
71747,22,27
71748,-58,-9
71749,-8,-57
71750,32,26
71751,31,31
71752,-62,-13
71753,-9,-58
71754,19,33
71755,-67,-18
71756,-5,-54
71757,-63,-14
71758,-10,-59
71759,-67,-18
71760,-11,-60
71761,33,26
71762,31,23
71763,-57,-8
71764,-59,-10
71765,24,28
71766,28,33
71767,-60,-11
71768,-59,-10
71769,-12,-61
71770,-6,-55
71771,-68,-19
71772,-65,-16
71773,-62,-13
71774,-13,-62
71775,-8,-57
71776,-8,-57
71777,-6,-55
71778,-11,-60
71779,-10,-59
71780,-63,-14
71781,-62,-13
71782,32,32
71783,-9,-58
71784,22,33
71785,-7,-56
71786,-12,-61
71787,-13,-62
71788,-11,-60
71789,28,24
71790,32,25
71791,26,26
71792,-9,-58
71793,22,31
71794,32,30
71795,-4,-53
71796,-6,-55
71797,-57,-8
71798,23,29
71799,-65,-16
71800,-66,-17
71801,26,20
71802,-5,-54
71803,-60,-11
71804,28,28
71805,22,19
71806,-7,-56
71807,-64,-15
71808,31,20
71809,-15,-64
71810,25,29
71811,-72,-23
71812,-4,-53
71813,27,31
71814,22,29
71815,-60,-11
71816,-64,-15
71817,30,26
71818,-66,-17
71819,24,22
71820,-12,-61
71821,-66,-17
71822,-18,-67
71823,30,30
71824,-69,-20
71825,30,27
71826,25,30
71827,-63,-14
71828,-7,-56
71829,-13,-62
71830,-8,-57
71831,-57,-8
71832,-6,-55
71833,-59,-10
71834,-67,-18
71835,29,30
71836,-8,-57
71837,-11,-60
71838,31,28
71839,-62,-13
71840,-16,-65
71841,-58,-9
71842,-65,-16
71843,-5,-54
71844,32,25
71845,30,27
71846,26,33
71847,-17,-66
71848,-66,-17
71849,23,20
71850,-21,-70
71851,-9,-58
71852,27,33
71853,-15,-64
71854,-65,-16
71855,-62,-13
71856,-69,-20
71857,-19,-68
71858,21,25
71859,-60,-11
71860,-9,-58
71861,-14,-63
71862,-63,-14
71863,-60,-11
71864,33,-82
71865,-63,-14
71866,-9,-58
71867,-58,-9
71868,-6,-55
71869,-18,-67
71870,-61,-12
71871,-65,-16
71872,-62,-13
71873,-68,-19
71874,-70,-21
71875,28,25
71876,33,27
71877,-68,-19
