e,r,r
107228,26,33
107229,31,25
107230,31,30
107231,29,33
107232,26,29
107233,-9,-58
107234,33,27
107235,-63,-14
107236,28,24
107237,31,27
107238,31,27
107239,-7,-56
107240,-63,-14
107241,-61,-12
107242,-11,-60
107243,-5,-54
107244,-4,-53
107245,-57,-8
107246,-5,-54
107247,-7,-56
107248,24,29
107249,-64,-15
107250,-72,30
107251,28,28
107252,-62,-13
107253,33,31
107254,32,30
107255,32,33
107256,26,33
107257,-63,-14
107258,-62,-13
107259,-7,-56
107260,-9,-58
107261,29,30
107262,-8,-57
107263,31,33
107264,31,29
107265,30,31
107266,27,28
107267,30,23
107268,33,22
107269,32,26
107270,32,28
107271,-59,-10
107272,28,27
107273,29,30
107274,29,33
107275,-62,-13
107276,-58,-9
107277,30,30
107278,-57,-8
107279,-60,-11
107280,33,33
107281,-7,-56
107282,-6,-55
107283,-9,-58
107284,-9,-58
107285,-67,-18
107286,28,27
107287,-63,-14
107288,31,31
107289,-66,-17
107290,-8,-57
107291,-67,-18
107292,33,33
107293,-7,-56
107294,31,31
107295,24,20
107296,-62,-13
107297,-59,-10
107298,29,31
107299,-5,-54
107300,30,27
107301,31,31
107302,28,33
107303,-62,-13
107304,33,29
107305,31,31
107306,-66,-17
107307,31,25
107308,-7,-56
107309,24,31
107310,-61,-12
107311,27,28
107312,32,31
107313,31,29
107314,-62,-13
107315,-4,-53
107316,29,29
107317,28,30
107318,28,27
107319,-59,-10
107320,-7,-56
107321,28,28
107322,-7,-56
107323,29,31
107324,30,31
107325,-63,-14
107326,31,31
107327,-57,-8
107328,28,30
107329,-9,-58
107330,-65,-16
107331,-6,-55
107332,33,32
107333,-11,-60
107334,-65,-16
107335,29,31
107336,-5,-54
107337,-58,-9
107338,-6,-55
107339,31,33
107340,-4,-53
107341,33,31
107342,33,33
107343,26,30
107344,-4,-53
107345,-60,-11
107346,-9,-58
107347,-7,-56
107348,-58,-9
107349,-6,-55
107350,32,29
107351,31,28
107352,31,29
107353,-66,-17
107354,-58,-9
107355,-7,-56
107356,-61,-12
107357,33,33
107358,31,29
107359,-5,-54
107360,31,25
107361,-57,-8
107362,32,24
107363,-60,-11
107364,-15,-64
107365,32,-16
107366,-16,-65
107367,-4,-53
107368,-7,-56
107369,-5,-54
107370,32,-81
107371,31,17
107372,-9,-58
107373,25,-91
107374,32,15
107375,33,-105
107376,-10,-59
107377,31,-72
107378,-59,-10
107379,33,-77
107380,31,-84
107381,-58,-9
107382,-20,-69
107383,33,-68
107384,-66,-17
107385,32,-44
107386,-16,-65
107387,-59,-10
107388,-64,-15
107389,31,-104
107390,-63,-14
107391,31,-193
107392,-11,-60
107393,32,-225
107394,-61,-12
107395,28,-27
107396,-9,-58
107397,32,-111
107398,28,-90
107399,33,-67
107400,23,-276
107401,29,26
107402,-57,-8
107403,-15,-64
107404,31,-78
107405,-62,-13
107406,28,-134
107407,-19,-68
107408,29,-348
107409,-64,-15
107410,32,-69
107411,-58,-9
107412,-10,-59
107413,-59,-10
107414,-62,-13
107415,33,-242
107416,-8,-57
107417,30,-24
107418,-64,-15
107419,-59,-10
107420,32,-139
107421,26,4
107422,-65,-16
107423,-55,-6
107424,32,14
107425,-10,-59
107426,-58,-9
107427,32,-65
107428,-63,-14
107429,31,-98
107430,27,-15
107431,28,-71
107432,-60,-11
107433,32,25
107434,-62,-13
107435,-59,-10
107436,29,4
107437,-62,-13
107438,29,-103
107439,30,-70
107440,28,21
107441,-59,-10
107442,33,-102
107443,30,4
107444,32,-138
107445,-62,-13
107446,32,18
107447,32,16
107448,31,-106
107449,32,-65
107450,33,29
107451,-61,-12
107452,30,-164
107453,31,-244
107454,-60,-11
107455,32,-77
107456,32,-4
107457,33,-81
107458,-6,-55
107459,-60,-11
107460,-65,-16
107461,-66,-17
107462,-65,-16
107463,-62,-13
107464,28,0
107465,-64,-15
107466,-68,-19
107467,-63,-14
107468,-91,24
107469,18,9
107470,-60,-11
107471,-9,-58
107472,31,-13
107473,-58,-9
107474,27,-55
107475,31,7
107476,-64,-15
107477,33,-5
107478,-57,-8
107479,29,-41
107480,-10,-59
107481,-59,-10
107482,-63,-14
107483,32,-8
107484,-67,-18
107485,28,-69
107486,30,25
107487,31,10
107488,32,-68
107489,26,-3
107490,33,-64
107491,-62,-13
107492,-62,-13
107493,31,-63
107494,30,-33
107495,32,-44
107496,33,4
107497,-61,-12
107498,-16,-65
107499,-61,-12
107500,-8,-57
107501,29,-30
107502,-60,-11
107503,29,25
107504,-61,-12
107505,-59,-10
107506,25,23
107507,33,16
107508,-65,-16
107509,-61,-12
107510,-64,-15
107511,-12,-61
107512,33,-108
107513,-58,-9
107514,32,25
107515,-60,-11
107516,-17,-66
107517,-67,-18
107518,31,25
107519,-62,-13
107520,33,-78
107521,27,13
107522,-57,-8
107523,31,28
107524,30,-88
107525,-61,-12
107526,31,25
107527,30,-18
107528,33,-78
107529,27,9
107530,-59,-10
107531,-60,-11
107532,-6,-55
107533,29,2
107534,32,-6
107535,-60,-11
107536,-62,-13
107537,-68,-19
107538,-63,-14
107539,30,-28
107540,24,-4
107541,33,-80
107542,-62,-13
107543,26,16
107544,-17,-66
107545,33,32
107546,-64,-15
107547,24,-3
107548,30,-64
107549,27,-21
107550,27,-41
107551,29,-95
107552,28,24
107553,-68,-19
107554,-70,-21
107555,27,-17
107556,30,2
107557,-10,-59
107558,-12,-61
107559,-15,-64
107560,-16,-65
107561,33,29
107562,-66,-17
107563,30,26
107564,-57,-8
107565,29,29
107566,33,28
107567,33,30
107568,-10,-59
107569,-65,-16
107570,25,29
107571,33,20
107572,31,31
107573,-60,-11
107574,31,27
107575,-11,-60
107576,30,31
107577,-67,-18
107578,18,33
107579,30,25
107580,-61,-12
107581,31,33
107582,-64,-15
107583,30,29
107584,32,9
107585,29,27
107586,-5,-54
107587,29,27
107588,-61,-12
107589,-5,-54
107590,33,18
107591,31,-92
107592,33,32
107593,32,25
107594,-66,-17
107595,33,33
107596,-62,-13
107597,-63,-14
107598,29,24
107599,-64,-15
107600,29,30
107601,-13,-62
107602,30,13
107603,-5,-54
107604,-12,-61
107605,-61,-12
107606,33,33
107607,-63,-14
107608,30,-72
107609,23,28
107610,-6,-55
107611,33,32
107612,-57,-8
107613,-66,-17
107614,-63,-63
107615,32,21
107616,27,27
107617,-62,-13
107618,33,8
107619,-63,-14
107620,-66,-17
107621,-63,-14
107622,31,-85
107623,-60,-11
107624,-8,-57
107625,31,30
107626,31,30
107627,33,30
107628,29,32
107629,-59,-10
107630,-59,-10
107631,-65,-16
107632,23,30
107633,-61,-12
107634,29,33
107635,27,26
107636,-61,-12
107637,24,29
107638,-59,-10
107639,-64,-15
107640,25,27
107641,30,30
107642,31,33
107643,31,30
107644,27,30
107645,-64,-15
107646,30,31
107647,-58,-9
107648,-63,-14
107649,31,33
107650,-61,-12
107651,-14,-63
107652,-15,-64
107653,28,31
107654,30,21
107655,-8,-57
107656,31,33
107657,30,31
107658,22,27
107659,27,32
107660,30,29
107661,-5,-54
107662,-63,-14
107663,29,33
107664,28,30
107665,-62,-13
107666,-10,-59
107667,28,28
107668,-7,-56
107669,-60,-11
107670,33,28
107671,29,25
107672,29,30
107673,31,31
107674,-57,-8
107675,30,33
107676,29,28
107677,22,32
107678,31,30
107679,33,26
107680,32,28
107681,25,27
107682,-11,-60
107683,33,31
107684,23,24
107685,-9,-58
107686,-66,-17
107687,-60,-11
107688,-63,-14
107689,-10,-59
107690,-66,-17
107691,-60,-11
107692,33,30
107693,32,28
107694,30,28
107695,28,27
107696,-62,-13
107697,-6,-55
107698,-7,-56
107699,28,31
107700,25,30
107701,27,29
107702,25,32
107703,29,30
107704,30,31
107705,22,26
107706,-63,-14
107707,-5,-54
107708,32,33
107709,-9,-58
107710,-56,-7
107711,29,31
107712,26,29
107713,31,29
107714,31,31
107715,-16,-65
107716,31,33
107717,30,27
107718,31,27
107719,-64,-15
107720,-4,-53
107721,32,27
107722,33,24
107723,33,33
107724,-64,-15
107725,29,29
107726,32,21
107727,-11,-60
107728,25,32
107729,29,30
107730,-61,-12
107731,-8,-57
107732,32,31
107733,30,28
107734,-5,-54
107735,26,33
107736,30,28
107737,-4,-53
107738,-7,-56
107739,-64,-15
107740,-62,-13
107741,31,29
107742,-60,-11
107743,33,31
107744,31,30
107745,27,33
107746,-19,-68
107747,28,31
107748,-66,-17
107749,-63,-14
107750,-63,-14
107751,-57,-8
107752,31,30
107753,-61,-12
107754,33,33
107755,-11,-60
107756,26,31
107757,-10,-59
107758,33,24
107759,-59,-10
107760,30,27
107761,28,33
107762,29,30
107763,28,23
107764,-61,-12
107765,30,33
107766,-11,-60
107767,30,31
107768,-4,-53
107769,-62,-13
107770,28,33
107771,-62,-13
107772,29,25
107773,31,33
107774,-66,-17
107775,-11,-60
107776,-65,-16
107777,-11,-60
107778,-6,-55
107779,32,32
107780,-63,-14
107781,31,30
107782,-7,-56
107783,32,31
107784,29,32
107785,-6,-55
107786,-63,-14
107787,-60,-11
107788,30,28
107789,-6,-55
107790,28,29
107791,32,32
107792,-7,-56
107793,-59,-10
107794,-65,-16
107795,33,31
107796,32,31
107797,27,30
107798,33,27
107799,33,29
107800,30,31
107801,-61,-12
107802,-61,-12
107803,30,32
107804,-57,-8
107805,-9,-58
107806,29,33
107807,32,31
107808,-62,-13
107809,30,20
107810,30,28
107811,-65,-16
107812,-59,-10
107813,33,30
107814,33,20
107815,24,30
107816,29,26
107817,28,32
107818,31,10
107819,-4,-53
107820,33,33
107821,29,30
107822,-5,-54
107823,31,31
107824,-4,-53
107825,32,32
107826,28,30
107827,29,27
107828,31,31
107829,33,33
107830,29,31
107831,29,27
107832,-64,-15
107833,27,27
107834,-58,-9
107835,25,28
107836,30,29
107837,31,30
107838,26,28
107839,31,31
107840,31,30
107841,-60,-11
107842,30,26
107843,31,30
107844,-6,-55
107845,-6,-55
107846,26,27
107847,-11,-60
107848,27,27
107849,27,27
107850,30,30
107851,-63,-14
107852,27,27
107853,32,33
107854,27,33
107855,31,28
107856,-7,-56
107857,-63,-14
107858,32,31
107859,33,26
107860,33,28
107861,31,28
107862,-4,-53
107863,-60,-11
107864,-67,-18
107865,-57,-8
107866,31,30
107867,32,31
107868,-9,-58
107869,-68,-19
107870,23,26
107871,-64,-15
107872,23,29
107873,28,12
107874,29,24
107875,26,23
107876,32,19
107877,32,23
107878,29,30
107879,-4,-53
107880,26,31
107881,-59,-10
107882,33,29
107883,27,33
107884,33,25
107885,31,29
107886,-14,-63
107887,32,30
107888,-61,-12
107889,25,32
107890,31,33
107891,31,30
107892,29,31
107893,-64,-15
107894,30,33
107895,-60,-11
107896,-59,-10
107897,30,31
107898,-61,-12
107899,-4,-53
107900,-63,-14
107901,32,31
107902,31,28
107903,30,29
107904,32,30
107905,30,27
107906,-66,-17
107907,-62,-13
107908,25,33
107909,29,30
107910,-7,-56
107911,-59,-10
107912,25,33
107913,26,33
107914,-66,-17
107915,31,31
107916,30,-73
107917,31,-97
107918,-11,-60
107919,-13,-62
107920,31,30
107921,31,29
107922,31,26
107923,-59,-10
107924,-61,-12
107925,-66,-17
107926,-63,-14
107927,33,30
107928,27,30
107929,-66,-17
107930,28,31
107931,33,32
107932,32,32
107933,-64,-15
107934,25,29
107935,29,27
107936,33,30
107937,29,30
107938,33,33
107939,-61,-12
107940,32,29
107941,28,30
107942,28,30
107943,-62,-13
107944,-62,-13
107945,33,25
107946,28,33
107947,32,29
107948,30,31
107949,-10,-59
107950,31,33
107951,-6,-55
107952,-60,-11
107953,32,33
107954,-65,-16
107955,-7,-56
107956,22,32
107957,31,25
107958,30,33
107959,-63,-14
107960,30,33
107961,-7,-56
107962,-66,-17
107963,29,28
107964,-5,-54
107965,-64,-15
107966,-59,-10
107967,31,29
107968,-11,-60
107969,-9,-58
107970,26,29
107971,26,31
107972,-68,-19
107973,29,33
107974,33,31
107975,33,29
107976,33,33
107977,-7,-56
107978,-60,-11
107979,32,33
107980,-64,-15
107981,-13,-62
107982,30,25
107983,30,28
107984,-62,-13
107985,22,31
107986,31,32
107987,-60,-11
107988,-66,-17
107989,32,32
107990,-65,-16
107991,32,29
107992,32,23
107993,29,33
107994,-63,-14
107995,-67,33
107996,31,30
107997,-61,-12
107998,28,28
107999,-64,-15
108000,-63,-14
108001,-63,-14
108002,30,33
108003,33,31
108004,29,28
108005,33,29
108006,30,33
108007,-6,-55
108008,27,27
108009,-61,-12
108010,-6,-55
108011,-59,-10
108012,-61,-12
108013,28,30
108014,-57,-8
108015,33,28
108016,29,31
108017,-61,-12
108018,33,33
108019,-61,-12
108020,30,31
108021,-6,-55
108022,-10,-59
108023,30,29
108024,-62,-13
108025,32,28
108026,-63,-14
108027,-6,-55
108028,-11,-60
108029,31,32
108030,-9,-58
108031,26,29
108032,30,29
108033,-9,-58
108034,-11,-60
108035,-67,-18
108036,32,33
108037,-58,-9
108038,31,32
108039,-58,-9
108040,-63,-14
108041,29,25
108042,31,32
108043,33,27
108044,31,25
108045,-64,-15
108046,-66,-17
108047,29,30
108048,-62,-13
108049,33,25
108050,29,30
108051,-62,-13
108052,29,30
108053,-62,-13
108054,-60,-11
108055,32,31
108056,-59,-10
108057,-62,-13
108058,-13,-62
108059,31,28
108060,32,30
108061,-62,-13
108062,30,33
108063,-6,-55
108064,31,31
108065,28,31
108066,27,33
108067,32,25
108068,29,31
108069,31,31
108070,-5,-54
108071,-14,-63
108072,-61,-12
108073,28,30
108074,33,31
108075,-59,-10
108076,-60,-11
108077,-58,-9
108078,31,33
108079,-60,-11
108080,-61,-12
108081,27,31
108082,32,27
108083,-66,-17
108084,-11,-60
108085,-65,-16
108086,-5,-54
108087,33,31
108088,29,32
108089,33,30
108090,31,27
108091,-62,-13
108092,31,29
108093,27,32
108094,-62,-13
108095,-61,-12
108096,-61,-12
108097,-60,-11
108098,-61,-12
108099,33,30
108100,30,29
108101,33,30
108102,27,32
108103,33,30
108104,-59,-10
108105,-63,-14
108106,30,32
108107,31,33
108108,-8,-57
108109,-10,-59
108110,-59,-10
108111,-61,-12
108112,33,31
108113,30,30
108114,-7,-56
108115,32,30
108116,-6,-55
108117,-61,-12
108118,30,33
108119,-58,-9
108120,-7,-56
108121,23,33
108122,-62,-13
108123,-58,-9
108124,28,31
108125,-61,-12
108126,25,28
108127,30,27
108128,31,32
108129,-60,-11
108130,30,31
108131,29,28
108132,33,33
108133,32,32
108134,33,26
108135,-65,-16
108136,32,29
108137,31,27
108138,33,29
108139,25,33
108140,31,32
108141,31,31
108142,-58,-9
108143,31,33
108144,-61,-12
108145,-60,-11
108146,-68,-19
108147,-63,-14
108148,-8,-57
108149,-61,-12
108150,24,33
108151,33,30
108152,30,32
108153,-8,-57
108154,28,33
108155,25,33
108156,-64,-15
108157,33,30
108158,31,32
108159,28,31
108160,-63,-14
108161,27,33
108162,33,29
108163,29,28
108164,27,27
108165,-4,-53
108166,28,31
108167,31,33
108168,27,23
108169,-65,-16
108170,26,31
108171,30,30
108172,31,28
108173,-10,-59
108174,-70,-21
108175,-58,-9
108176,30,30
108177,29,32
108178,-9,-58
108179,27,30
108180,26,30
108181,30,31
108182,32,32
108183,-65,-16
108184,30,31
108185,33,29
108186,31,31
108187,30,33
108188,-9,-58
108189,31,32
108190,29,31
108191,31,28
108192,-10,-59
108193,32,24
108194,32,31
108195,-6,-55
108196,-65,-16
108197,32,33
108198,33,30
108199,32,31
108200,24,18
108201,32,28
108202,-63,-14
108203,28,25
108204,27,25
108205,29,33
108206,30,33
108207,31,29
108208,30,33
108209,-63,-14
108210,-9,-58
108211,-61,-12
108212,-61,-12
108213,-65,-16
108214,31,33
108215,31,27
108216,-58,-9
108217,28,27
108218,31,31
108219,33,31
108220,29,32
108221,30,31
108222,31,33
108223,28,32
108224,-64,-15
108225,33,28
108226,32,33
108227,31,33
108228,32,30
108229,-59,-10
108230,32,29
108231,26,31
108232,-67,-18
108233,-61,-12
108234,31,28
108235,33,30
108236,-66,-17
108237,-61,-12
108238,30,31
108239,-64,-15
108240,-63,-14
108241,-59,-10
108242,-60,-11
108243,-61,-12
108244,30,30
108245,33,33
108246,33,32
108247,32,25
108248,-68,-19
108249,31,33
108250,32,29
108251,-63,-14
108252,-58,-9
108253,30,29
108254,32,33
108255,26,31
108256,33,30
108257,31,30
108258,28,32
108259,30,31
108260,29,30
108261,-66,-66
108262,33,32
108263,-9,-58
108264,-62,-13
108265,-57,-8
108266,28,32
108267,-63,-14
108268,30,28
108269,-60,-11
108270,-62,-13
108271,30,33
108272,-7,-56
108273,-12,-61
108274,-5,-54
108275,-61,-12
108276,32,29
108277,-11,-60
108278,-68,-19
108279,-61,-12
108280,33,31
108281,-57,-8
108282,28,30
108283,-61,-12
108284,29,32
108285,-15,-64
108286,-5,-54
108287,-63,-14
108288,-9,-58
108289,30,33
108290,26,33
108291,-59,-10
108292,-6,-55
108293,30,33
108294,32,27
108295,30,30
108296,-9,-58
108297,-58,-9
108298,30,29
108299,-61,-12
108300,-61,-12
108301,33,26
108302,33,26
108303,29,31
108304,31,32
108305,-55,-6
108306,30,33
108307,29,32
108308,-63,-14
108309,-68,-19
108310,-59,-10
108311,27,30
108312,33,32
108313,-5,-54
108314,-6,-55
108315,33,31
108316,-16,-65
108317,33,30
108318,30,29
108319,-62,-13
108320,29,33
108321,28,31
108322,-61,-12
108323,30,29
108324,29,29
108325,-17,-66
108326,-60,-11
108327,28,15
108328,28,30
108329,-62,-13
108330,-61,-12
108331,33,30
108332,28,32
108333,30,33
108334,33,29
108335,-57,-8
108336,30,32
108337,28,30
108338,-7,-56
108339,33,30
108340,28,30
108341,29,31
108342,24,31
108343,-6,-55
108344,-58,-9
108345,29,31
108346,32,32
108347,27,28
108348,-62,-13
108349,33,31
108350,-63,-14
108351,-62,-13
108352,31,33
108353,-65,-16
108354,30,33
108355,31,31
108356,28,29
108357,31,31
108358,33,28
108359,-63,-14
108360,33,30
108361,-12,-61
108362,31,32
108363,33,31
108364,-64,-15
108365,-59,-10
108366,-5,-54
108367,33,28
108368,31,29
108369,33,26
108370,28,30
108371,-61,-12
108372,29,29
108373,-60,-11
108374,33,32
108375,-4,-53
108376,33,31
108377,-57,-8
108378,-63,-14
108379,-59,-10
108380,-59,-10
108381,-64,-15
108382,30,31
108383,27,31
108384,30,32
108385,30,27
108386,-5,-54
108387,28,32
108388,29,30
108389,-57,-8
108390,-61,-12
108391,-10,-59
108392,-9,-58
108393,-59,-10
108394,-67,-18
108395,33,28
108396,26,31
108397,29,32
108398,-57,-8
108399,27,29
108400,32,21
108401,-63,-14
108402,33,28
108403,33,27
108404,-11,-60
108405,31,32
108406,33,29
108407,33,-22
108408,-5,-54
108409,-65,-16
108410,-14,-63
108411,-8,-57
108412,29,13
108413,29,20
108414,33,31
108415,-61,-12
108416,-69,-20
108417,-65,-16
108418,33,29
108419,30,27
108420,-60,-11
108421,31,30
108422,-57,-8
108423,31,-70
108424,31,32
108425,33,31
108426,33,29
108427,-62,-13
108428,-67,-18
108429,30,31
108430,32,31
108431,-62,-13
108432,33,29
108433,29,27
108434,30,32
108435,33,30
108436,33,33
108437,33,33
108438,31,28
108439,31,32
108440,-62,-13
108441,-58,-9
108442,25,32
108443,-8,-57
108444,31,33
108445,25,25
108446,32,28
108447,32,33
108448,-60,-11
108449,-60,-11
108450,-59,-10
108451,-8,-57
108452,31,33
108453,30,28
108454,-60,-11
108455,-6,-55
108456,-6,-55
108457,-14,-63
108458,31,-7
108459,-10,-59
108460,-14,-63
108461,-15,-64
108462,30,-46
108463,26,-85
108464,-9,-58
108465,30,-80
108466,-61,-12
108467,33,23
108468,-61,-12
108469,-12,-61
108470,31,28
108471,-58,-9
108472,27,24
108473,33,21
108474,31,27
108475,-62,-13
108476,-59,-10
108477,29,27
108478,29,32
108479,-68,-19
108480,-58,-9
108481,-63,-14
108482,-4,-53
108483,31,32
108484,32,21
108485,33,26
108486,30,28
108487,30,30
108488,30,30
108489,26,27
108490,33,28
108491,-61,-12
108492,33,-4
108493,-64,-15
108494,20,26
108495,-62,-13
108496,-5,-54
108497,31,28
108498,-61,-12
108499,33,31
108500,-66,-17
108501,31,9
108502,32,-74
108503,-70,-21
108504,-8,-57
108505,33,28
108506,31,32
108507,-57,-8
108508,-60,-11
108509,33,28
108510,33,27
108511,-5,-54
108512,29,31
108513,-61,-12
108514,32,29
108515,-7,-56
108516,-61,-12
108517,32,17
108518,33,29
108519,-63,-14
108520,-66,-17
108521,33,26
108522,-65,-16
108523,33,28
108524,-59,-10
108525,32,32
108526,31,28
108527,-60,-11
108528,33,28
108529,-58,-9
108530,31,28
108531,-10,-59
108532,31,32
108533,25,-1
108534,-63,-14
108535,-58,-9
108536,-63,-14
108537,33,20
108538,-62,-13
108539,32,14
108540,29,30
108541,-65,-16
108542,-68,-19
108543,32,25
108544,27,33
108545,-63,-14
108546,-18,-67
108547,29,29
108548,32,27
108549,28,30
108550,27,25
108551,-5,-54
108552,30,23
108553,32,33
108554,31,28
108555,-5,-54
108556,32,-77
108557,-16,-65
108558,30,32
108559,33,33
108560,29,33
108561,30,30
108562,-61,-12
108563,33,25
108564,-6,-55
108565,-11,-60
108566,25,29
108567,-4,-53
108568,-5,-54
108569,30,31
108570,27,33
108571,30,31
108572,25,33
108573,-60,-11
108574,32,32
108575,33,28
108576,-59,-10
108577,33,27
108578,30,28
108579,-58,-9
108580,-61,-12
108581,32,30
108582,-11,-60
108583,-12,-61
108584,-65,-16
108585,31,32
108586,-66,-17
108587,-61,-12
108588,-61,-12
108589,31,33
108590,27,32
108591,-57,-8
108592,30,30
108593,27,30
108594,-61,-12
108595,-9,-58
108596,-4,-53
108597,-74,31
108598,28,32
108599,-5,-54
108600,29,28
108601,32,32
108602,-62,-13
108603,30,33
108604,29,31
108605,-63,-14
108606,-4,-53
108607,-58,-9
108608,-62,-13
108609,31,30
108610,31,30
108611,-63,-14
108612,33,29
108613,30,33
108614,33,-68
108615,33,29
108616,-61,-12
108617,22,31
108618,29,30
108619,30,28
108620,26,32
108621,28,23
108622,29,33
108623,-59,-10
108624,-10,-59
108625,32,29
108626,32,30
108627,-62,-13
108628,-61,-12
108629,-61,-12
108630,33,24
108631,30,26
108632,-61,-12
108633,-9,-58
108634,-64,-15
108635,32,27
108636,-78,30
108637,-60,-11
108638,-57,-8
108639,-61,-12
108640,30,25
108641,-60,-11
108642,-63,-14
108643,31,27
108644,31,31
108645,32,27
108646,-11,-60
108647,31,33
108648,29,26
108649,33,22
108650,30,33
108651,-64,-15
108652,32,31
108653,-67,-18
108654,29,26
108655,30,32
108656,28,29
108657,-61,-12
108658,29,30
108659,32,26
108660,29,25
108661,33,32
108662,-64,-15
108663,30,31
108664,30,28
108665,31,31
108666,-7,-56
108667,-63,-14
108668,-64,-15
108669,29,28
108670,27,33
108671,-62,-13
108672,-60,-11
108673,-61,-12
108674,33,24
108675,33,32
108676,29,25
108677,-9,-58
108678,31,32
108679,-57,-8
108680,31,22
108681,-5,-54
108682,33,29
108683,30,31
108684,29,32
108685,-5,-54
108686,33,31
108687,29,28
108688,-57,-8
108689,30,31
108690,33,25
108691,32,28
108692,-68,-19
108693,30,33
108694,-64,-15
108695,29,31
108696,-57,-8
108697,-59,-10
108698,26,30
108699,28,28
108700,31,29
108701,29,27
108702,-5,-54
108703,-7,-56
108704,-64,-15
108705,-63,-14
108706,31,33
108707,32,32
108708,32,31
108709,-11,-60
108710,-9,-58
108711,-65,-16
108712,27,28
108713,33,26
108714,32,33
108715,-6,-55
108716,32,31
108717,30,32
108718,-7,-56
108719,33,30
108720,-6,-55
108721,-57,-8
108722,-63,-14
108723,-65,-16
108724,28,31
